・このSSは,静・ジョースターの奇妙な日常
早人,……コーヒー飲む？
純,ん。……ありがと
双馬,……ハア、全く……賑やかな事だな
那由他,……んー……
双馬,？
那由他,……くー……すぴー……
億泰,ぐおー……すぴー……
双馬,静。那由他ちゃんが寝ちゃってる。もうお開きにしよう
静,オーケーよ双馬。ちょっと兄さん引き剥がしてくんない？
双馬,ほら、裕也さんも服着て下さい。康一さん、億泰さんをテントへ運んでくれますか？後片付けは、まあ、僕がやりますので
康一,うん。……ゴメンね？なんか……騒がしくしちゃってさ？
双馬,いいえ。別に……その……
噴上,？
双馬,……まあ……こういうのも、悪くない……ですよ
静,……
噴上,……へッ
純,……素直じゃあねーのね、あのクソメガネ
早人,……純さんもね
那由他,くう……スピーッ……
純,寝袋って初めてよ、私……那由他ちゃんにはブカブカね。これ
静,そうねーッ……あれ？これ上手く閉まらない……
純,しっかし、予想はしてたけど風呂は無いのね。一応女としては、毎日そーいうのはキチッとしときたいモンなんだけど……
静,明日帰りに温泉寄るって言ってたし、ガマンしなさいよ。まあ、確かにケムリ臭いけどさ……
純,しゃーねーなあ……じゃあ、おやすみ静。また明日ね……
静,え？何言ってんの？純
純,……あァ？
静,お泊りで女の子が数人集まったらさーッ……やらなきゃあなんないでしょう？
純,……何を？
静,……決まってる、でしょう？それは……
純,……
静,……女子会をさァ～～ッ……！
純,……アンタ日に日にウザくなってない？
静,あたしこの時のために、ポテチも開けずに取っておいたのよ？はいコンソメ
純,私のりしお派だから
静,マジかよッわかりあえねーッ
純,けど開けるのね……
静,女子会にポテチは定番よ？クッキーとかでもいいけど、夜更かししながらお肌に悪そーな油っこいモン食うのがいいのよ。そーいうジャンクなのが女子会の醍醐味ぃ～～ッ
純,……あのなァ。女子会って……何すんのよ
静,え？アンタ女子会やった事ない感じ？
純,わ、悪いかよッ！？私も家の事情とかあって、ダチなんてアンタ以外――……あ、いや、ダチなんていないんだからさッ！
静,ふーん……まああたしも女子会とかよく知らないんだけど
純,……殴っていい？
静,あたしもさ、家が結構……まあ、裕福な方でさ？そこそこ良い学校とか行かされたんだけど……けど、あたしはおじいちゃんや承太郎さんに憧れて、一人で冒険ごっこばっかりしてたから……友達いなかったのよ
純,……
静,だから、こーやって友達と夜におしゃべりするの、結構アコガレ。飛んでるゥ～～わよね
純,……フン。別に……私はアンタと友達なった覚え、無いし
静,……んー、そうよね……なんかさあ、友達っていうの、ちょっと遠い関係ってするわよね？
純,はあ？
静,だって達よ？達。なんで大勢複数いる事前提なのよ。こんな関係そう何人もいるかってのー
純,それは……まあ、そうなんだけどさ
静,そうね……アンタとあたしの関係は、友達っていうよりも、むしろ……
純,……な、何よ
静,……悪友？
純,お前やっぱり売ってるだろ、ケンカァーッ
静,あ、なんかこういうお話してんの、すっげ女子会っぽい
純,何処がよッ！？
静,あとは、ホラ！好きな男子はァ～～？とかッ！そーいう定番なの、あるわよねェ～～ッ？
那由他,……んんー……
純,あのさ、あんまし大声出すなよな。那由他ちゃん寝てるんだし
静,逃げんなコラッ。純、好きな男子とかいんの？
純,逃げてねえし、いないわよ
静,へー？
純,ハア……だいたいねえ……。私はもうロクな恋愛する価値無いっつーか、資格無いっつーか……ともかくいない。クラスの男子はガキばっかだし……まあ、ケンヂ君とかはまだマシかなっとかは思うけど。賢そうだし
静,誰だっけそれ？
純,……それよか静ァ～～ッ……好きな男子は？とかいう話題ならッ！……アンタの方が話さなきゃあならないんじゃあないの？
静,……ハア？何が？
純,ズバリ！……双馬とはデキてんの？
静,……は、ハア！？。違ッ……違うから。そーいうんじゃあ無い。マジに……
純,嘘でしょ。もうキスくらいはしたんじゃあ無いの？
静,してなッ……っていうかする訳がねーだろーがよッ！なんであんなヤツにッ……あ、今のはちょっぴり言い過ぎたけどさ
純,ふーん……へえ……ほお……なるほどねエ……
静,ハッキリ言うけど、違うからねッ！？あたしと双馬はそーいうんじゃあ無くって、ただの親友だってのッ！
純,わ、私は悪友であのメガネは親友？扱いひどくない？
静,うっせーなーッ全くもってひどくねーわよッ！むしろもっと格下げしてもいいくらいよッ！
純,私が見てる限り、お似合いだと思うけどねーッ。ププッ！
静,目ェ腐ってんじゃあないのッアンタ！？あんなヤツ、好きになる要素一つも無いっての！いっつもエラソーだしスマしてるしメガネだし大人ぶってるし、そのくせドーナツと本の事になるとガキみたいにテンション上がってさ！見てるだけでイラつくのよッ！
純,……けど、親友なんだ？
静,……ま、まあ……そうよ
純,……
静,……この数ヶ月、お互い利用したり利用されたり、助けたり助けられたり、色々あってさ……お互いのイヤな所とかもう散々わかっちゃったのよ。アイツはマジに性格最悪よ
純,……
静,……けど、だからこそ……あたしはアイツに何でも話せる。弱みも怒りも、全部……たぶん、アイツも。……今まで一人でずーっと頑張ってきたけど、最近は……あたしを頼ってくれる。……事も、ある
純,……
静,……そういう関係ならさ。……親友って言っても、いいんじゃあないの？。出会って数分で全部わかった気になって、友達って言うの、あたし……嫌いよ
純,……有栖川メイ……
静,……ま、今のあたしでも、双馬の事はこれっぽっちもわかんないけどね。……難しいわよ。友達とか親友とか、恋愛とかって……ね
純,……
静,……
純,……静、アンタ……。やっぱり双馬の事、好き――……
静,だーかーらッ！何でそうなるんだッコラアーッ！！
純,聞いてたらノロケにしか聞こえないのよ、アンタの話……あーもうお腹いっぱい！ごちそうさまでしたッ！
静,違うっつってんじゃん！ムカつくんだってアイツ！聞いてよこの前だってね、暑くて暇で仕方ないから双馬ん家遊びに行ったんだけど……
