戦士♂,そうだ。お前はひのきのぼうだ
国王,ふむ……怜悧ながら、この上なく意志の強い眼をしておる。今後ともに頼んだぞ。さて、早速だがそなた達に渡すものがある。では大臣
大臣,はっ。……勇者様、これを
勇者,これは？……きれい……
戦士,おお！内に秘められたその極彩の輝きこそ、我が国に代々伝わる宝玉オーブ！
商人,す、素晴らしい……実物は初めて目にしましたが、とても値段など付けられませんな……
賢者,王様、このアイテムこそが、魔王城へ攻め入るためのカギとなるのですね
国王,その通りじゃ
大臣,王家の文献を調べてみたところ、そのオーブは遠い地に橋をかけるという伝説があった。恐らく、その橋を渡ることで、魔王城へ乗り込むことができると思われる
勇者,橋……
大臣,橋をかける方法とは、とある地点にそのオーブを捧げることらしい。我々の文献調査では、ついにその場所を特定することができなかったが……
国王,うむ。ついぞ……知る機会を得てな。その場所は、東の村だという結論に至った
賢者,東の村……私がいた村の一つ隣ですか。そのとき私は未加入でしたが
戦士,村長と軽い挨拶をしただけで、あそこには特に何もなかったはず
国王,正確には、東の村から少し西へ進んだ先にあるほこらじゃ
勇者,西に？東の村から西というと……ううん、あまり記憶にないね
商人,ふーむ。そこまでは探索が不十分でしたなあ
大臣,それで、至急その地点へ調査隊を向かわせたところ。どうもそのほこらの内部に、我が王国の紋章が見られたということだ
国王,ほぼ違いないであろう。そのほこらこそ、魔王城へ渡るための扉。オーブという鍵をもって初めて、道は開かれるのだ
戦士,おお……そんな手段が……
賢者,どうやら、例の陸路を使わずに済みそうですね
商人,やあ、助かりますわい。もう山越えはこりごりですからな
勇者,王様、ありがとうございます！。早速、これからでも東の村に向かおうと思います！
国王,うむ。……だがその前に、一つだけ頼みがある
勇者,頼み？はい、ボクにできることなら是非！
国王,うむ。これはその、余の好奇心も含まれておるのだが。ときに余は、そなたが伝説の剣を手に入れたと聞き及んでおる
戦士,！
国王,勇者のみ装備できるといわれる退魔の聖剣……。今この場で、抜き放ってみせてはもらえないだろうか
商人,ｴｴｯ
国王,魔を討ち果たす輝き、そして雄々しい勇者の姿を、この目に焼き付けておきたいのだ
勇者,はいっ！お任せください！
賢者,！ゆ、勇者様
勇者,戦士さん、剣を
戦士,あ、ああ……
勇者,……
商人,だ、大丈夫ですかな
賢者,さすがは勇者様……勇者であることの自覚に、何の揺らぎもない
戦士,この自信は、すでに一度確かめている？いや、決してそんな時間はなかった……
勇者,……。これを抜くのは初めてだけど、ボクは勇者だ。その名を負ってここまできた。絶対に抜ける。抜いてみせる。……鞘が温かい……まるで昨日今日、魂が宿ったみたい……。……
戦士,！！
国王,おおっ……！
勇者,抜けた……。……なんて綺麗な色をしてるんだろう……
大臣,おぉ……
商人,す、すごい……
戦士,ぬぅ……。真の勇者が……今この衆目の中で、明らかになってしまった……
賢者,勇者様……。美しい……ここまで映えた取り合わせが、生涯の記憶にあっただろうか……
国王,ううむ。素晴らしい。余は、魔王を打ち破る姿というものは、とかく勇猛剛毅であると夢想しておったが。今のそなたには線は細いながらも、ゆえに透くように清冽とした凛々しさを覚える。なるほど、これが勇者か……魔王を破るに、憂いなしよ
勇者,……はい。ありがとうございます
国王,では勇者よ。もはやこの城に足を留める必要はない。今こそ、そのオーブと伝説の剣を備え――。魔の根源を討ち、この世に安寧を導くのだ！
勇者,はいっ
国王,そして……必ず無事に戻って参れ。余はこの玉座にて、そなたの朗報を末永く待とう……
勇者,はいっ。ボクは絶対に魔王打倒を成し遂げ、再びこの場に帰ってきます――！
賢者,素晴らしい宣誓でした。先の出来事は国史に刻まれることでしょう
勇者,ええ、いいよそんなの。本当は結構緊張してたし
戦士,もう後には退けんぞ。もはや一直線に魔王城に向かうまでだ
商人,その前に！最終決戦に備えて、城下町で身支度をさせてもらえませんかね？。ここで買い物するのも、この旅で最後になるかもしれんのですし
勇者,そうだね。そうしよう――
衛兵Ａ,勇者様！これから魔王の城へ攻め入るそうですね！
衛兵Ｂ,城兵一同、勇者様が世に平和をもたらしてくれることを信じております！
衛兵Ｃ,戦士殿、城の一兵卒として心から尊敬しています！どうかご無事で！
町民Ａ,勇者様、必ずこの町に帰ってきてくださいね！
町民Ｂ,これはうちの店で一番貴重なアイテムです。是非使ってください！
町民Ｃ,あの、賢者様……必ず帰ってきてくださいね……
町民Ｄ,おい勇者！ぜってぇ帰って来いよ！
子供Ａ,きた！ゆうしゃさまだ！せんしさまもかっこいい！
子供Ｂ,ゆうしゃさま、これ、みんなでおまもり作ったの。がんばって
子供Ｃ,ゆうしゃさま、がんばれ！
