理事長,音ノ木坂を廃校にします
絵里,あはは、なんだか緊張して喉が乾いちゃって。気をつけるわ
ことり,は、花陽ちゃん揺さぶらないでぇ～
にこ,最高ね最高ね！こんな機会そうそうないわ！ガッツリ目に焼き付けておくのよ花陽！
花陽,はいっにこちゃん！
凛,かよちんもにこちゃんもすごく嬉しそう！
真姫,会場に入ってからずっとこの調子。水を得た魚って感じね
凛,この会場に集まってる人たちと今から戦うんだよね。うーっ、凛もテンション上がるにゃー！
希,うひゃあ、報道陣もいっぱい。流石はテレビ局がメインスポンサーの大会やねぇ
海未,の、希…気のせいでしょうか、私たちに向けられているカメラがとても多いような…
希,んー、気のせいやないと思うよ。ネットを中心にウチらの知名度は上がってるみたいやし、廃校阻止のために戦う音ノ木坂学院！いかにもマスコミ好みやん？
海未,や、やっぱり…！あっフラッシュが！ひいっ！撮らないでください！恥ずかしい…！
穂乃果,ダメだよ海未ちゃん！何事も度胸度胸っ！海未ちゃんのビボーでファンを増やさないと！
ことり,そうだよぉ。海未ちゃんの可愛さを全国にお届けしないと、ねっ♪
海未,無理ですぅ！恥ずかしいぃ！ううぅぅ…
希,うひひ、照れ屋さんな感じも需要あると思うよ？これはこれで、中々そそるやん？
ことり,わかるよ希ちゃん…、キレイなお着物を着せて、帯回しとかしたいよねえ。ヨイデハナイカ、ヨイデハナイカ…うふふふふ…
穂乃果,おお…ことりちゃんが猛禽類の目をしてらっしゃる…
凛,なんの歓声にゃ？
真姫,なにかしら、入り口の方…あっ！
にこ・花陽,ＵＴＸキタァァァァァ！！！！！
真姫,二人とも、すっかりファンの目に戻ってるじゃない…そんなんじゃ困るわよ
ことり,うふふ、今日ぐらいはいいんじゃないかなっ。花陽ちゃんもにこちゃんも、子供みたいにはしゃいでてカワイイ♪
絵里,ＵＴＸか…
海未,怖いぃぃ…カメラが怖いですぅぅぅ…
穂乃果,海未ちゃん、もうカメラ全部あっち向いたから大丈夫だよー
海未,ほんとですか…？はぁ、怖かったです…
穂乃果,よしよし
凛,あれあれ？なんかＵＴＸの優木さん、こっちすごい睨んでない？
花陽,え、あんじゅさんが？そんなわけないよ…って、ほ、本当だ…
絵里,……っ
にこ,ちょっと…誰か、あんじゅに失礼な事したんじゃないの？穂乃果、あんたとか怪しいわね…。なんか変な事言ったりしたんじゃないの？
穂乃果,にこちゃんってば失礼な！穂乃果じゃないよー！……た、たぶん
絵里,……
ことり,絵里ちゃん、そんなに水飲んで大丈夫…？
絵里,ええ…喉がカラカラなのよ。あ、水なくなっちゃった…
ことり,ことりの水も飲んでいいよ
絵里,ありがと、コッティー
ことり,えっ？こっ、何？
花陽,こ、こってぃー？
海未,あ、始まるみたいですよ
凛,ねえかよちん、抽選会ってどういう仕組みなの？。へぇ～、なんだかハイテクにゃー
穂乃果,え、そうなんだ。くじ引きしたかったなー。あ、一試合が出たね。音ノ木坂と樫山南だってー。ん、音ノ木坂…？って、えええっ！！
海未,し、初日…一試合目！
絵里,ハラショー…
真姫,一番最初って…どうなのかしらね。ん…花陽？どうしたの？
花陽,樫山南？岡山県立樫山南高校！？そんな…
にこ,っ、よりによって…
凛,二人とも、なんで苦い顔してるの？
ことり,もしかして…すごく強いチーム、とか？
花陽,ううん、そうじゃないよ…。樫山南はね、音ノ木坂と同じ。廃校になる高校なんだ…
ことり,えっ、廃校に…そうなんだ
真姫,それじゃあうちと同じように、廃校阻止をかけて、出場してるって事？
にこ,違うわ。樫山南はね、もう廃校は決定済みなの
真姫,決定済み？じゃあ、どうして…
希,樫山南、ウチも雑誌で見たよ。最後の思い出作りのために…って話やね
穂乃果,じ、じゃあ…穂乃果たちが倒したら、そこで樫山南の選手たちは…
にこ,そう。そこで樫山南の野球はおしまい
ことり,……樫山南の人たち、とっても仲が良さそう
海未,似た境遇の彼女たちに引導を渡さなければならない…というわけですか
凛,なんだか、ちょっと気が引けちゃうね
絵里,そんな境遇なら、きっと試合にかける思い入れも強いはず。全力で戦わないといけないわね…！
穂乃果,…うん、似てるからこそ、負けるわけにはいかないよね。みんな、気持ちで負けないように頑張ろう！
凛,うー、やっと出られたにゃ～！背中バキバキだよー。ことりちゃん、軽くストレッチしよ
ことり,うん、いいよ♪人が多くてちょっと疲れちゃったねえ。はいっ、腕引っ張るよー！
凛,にゃー！！
真姫,抽選会ってこんなに時間かかるのね…。椅子の座り心地がイマイチだったせいで腰が痛いわ
花陽,結局ＵＴＸとは反対のブロックだったね。戦えるのは決勝…アキバドーム…！
穂乃果,アキバドームか…。決勝は地上波で全国に放送されるんだよね。そうすれば廃校も…うん、なんとしても勝ち抜かなきゃだね！
真姫,ええ、そうね。せっかくなんだからフルに宣伝させてもらわないとね
絵里,みんな、ちょっと私トイレに行ってくるわ。待っててね？
にこ,アンタ抽選会の途中からずっとモジモジしてたもんねー。水の飲み過ぎよ
絵里,うう…漏らさないうちに行ってくるわ…
海未,あ、待ってください絵里。私も今のうちに行っておきます。穂乃果はいいのですか？
穂乃果,んー、いいや。ツバサさんたちいないのかな？挨拶しときたかったんだけどなー
花陽,マスコミに囲まれちゃわないように早めに会場を出たみたい。私も挨拶したかったなぁ
海未,では行ってきますね
絵里,急ぐわよ海未！よぅし、トイレまで競争。負けた方ジュースおごりっ！
海未,あっ、絵里！ずるいですよ！それに走っては危ないです！
花陽,わぁ、猛スピードで行っちゃったぁ。絵里ちゃん、よっぽどトイレ我慢してたんだね
真姫,エリー、まだジュース飲む気なの…？
希,……。塔のカード。事故、トラブルの暗示…。えらく不穏やね…。ごめーん、ちょっとウチもトーイレ。みんな待っててな
花陽,あれ、希ちゃんも？
真姫,二人と一緒に行けば良かったじゃない
希,いやぁ、後から行きたくなっちゃって。さっきまではなんともなかったんやけどね？あはは
にこ,…、じゃ、にこも行くわ。希一人じゃ心配だから
希,え、いいよにこっち。もし迷ったらスマホで連絡するし
にこ,……表情でわかるのよ。絵里たちに嫌な予感がするんでしょ？なら一人では行かせないわ
希,あー、鋭いなぁ…にこっちは
海未,ど、どうしてこんなにファンがいるのですか！まだ公式試合は一戦もしていないと言うのに！
