レスキネン,マホ、こんなに遅くまで随分と熱心だね
鈴羽,あるはずだよ岡部倫太郎、思い出して。α世界線からβ世界線へと舞い戻り、そこで膝を折ってしまったはずの君。そんな絶望に飲み込まれた君の手を引いたのは一体誰だった？
岡部,……！？
鈴羽,牧瀬紅莉栖を失い、その後の１５年という時間を執念だけで生き抜き、そして最後には過去の自分をシュタインズゲートへと導いた存在。今ここに居るオカリンおじさんの記憶には、そんなどこかの自分が過ごしただろう歴史は存在していない。違うかい？
岡部,まさか、あのムービーメールで見た俺の……歴史……だとでもいうのか？
鈴羽,ああ、そのつもりさ。比屋定真帆のアマデウス……ううん。サリエリ。彼女はオカリンおじさんですら保持できなかった世界線の記憶すらも内包した状態でこの世界へと生れ落ち……。そうしてシュタインズゲート世界線は、破綻の時を迎えてしまった
真帆,ね、ねえ……
岡部,……くっ
紅莉栖,……どうしてそんな真似を
真帆,ねえ……待ってよ。お願いだから、ちょっとで良いから待ってよ……
岡部,！？比屋定さん！
紅莉栖,先輩！？
真帆,あ……ごめんなさい……
紅莉栖,大丈夫ですか！
真帆,え、ええ。少し目眩がしただけだから……
岡部,すまない、気を回し損ねた。あまり無理はするな
真帆,いや、そうも言っていられないでしょう？今の話に私、ついていけなかったのだから……
紅莉栖,せ、先輩……
真帆,ねえ阿万音さん、説明して。私は二ヵ月後に……アマデウスに身体を乗っ取られるのよね？
鈴羽,このままだと、恐らくそうなる。いやひょっとしたら、ボクの起こした行動の影響で、それはもっと早く起こるかもしれない
真帆,タイミングのことはどうでもいいわ。そんな事より電話って……電話って
鈴羽,…………
真帆,私の身体は、たった一本の電話だけで乗っ取られてしまうというの？
鈴羽,その通りだよ
真帆,それはいくらなんでも、信じられない。そんなオカルトな現象を電話一本で引き起こすなんて、とても可能だなんて思えない
鈴羽,それは──
岡部,可能なんだ、比屋定さん
真帆,え……
岡部,携帯電話を使った、脳内への記憶の上書き。この技術はすでに確立されている
真帆,そうなの？ねえ紅莉栖、そうなの？
紅莉栖,……はい。この世界線の歴史ではないけど。でもそれと似たようなものを私は作ったことがあります
真帆,それって……何？
岡部,覚えてはいないか？先の話に出したタイムリープ・マシンがそれだ。その技術を応用すれば、恐らく身体の乗っ取りに似た現象を起こすことは可能だろう
真帆,うそ……でしょ？
岡部,タイムリープ・マシンの稼動原理はこうだ。抽出した記憶をデータ化し、それをブラックホールで圧縮してから特異点を通過さて過去へと飛ばす。目的の時代に届けられたデータは自動解凍され、対象者の脳内に上書きされる。これにより、過去の自分の脳内に、未来の自分の主観が形成される
真帆,主観が……形成される？
岡部,……そして。対象者の脳内に上書きするために利用するアイテム。それが携帯電話だ。俺はすでに何度となくその装置を使ってきた。何度となく、過去の自分に“今”の主観を上書きしてきた。だから断言できる。アマデウスが比屋定さんの身体を乗っ取ることは可能だ
真帆,なによ……それ
岡部,いやしかしだ。そのためにはまず、記憶を抽出するためのヘッドギアを……ああくそ、そういうことか！
紅莉栖,……そうね。先輩の身体を乗っ取るのに、あのヘッドギアは不要。だって相手はアマデウスだもの。元々記憶を抽出された存在そのものなのだから、ヘッドギアの有無なんてどうでもいい
岡部,おまけに、過去へと飛ばすわけでもないから、SERNへのハッキングすら不要というわけか。至れりつくせりだな、まったく
真帆,乗っ取……られる
岡部,だが、４８時間の制限はどうなる？あれは確か、記憶の齟齬が大きければ危険だと、巻き戻せる時間に制限が設けてあったはずだ。比屋定さんとアマデウス。両者の記憶には既に大きな齟齬が生まれているのではないか？
紅莉栖,その４８時間制限は、この場合意味を成さないでしょうね。危険ではあるけど、でもそれを承知で飛ぶことは可能だから。そして、その無謀がどんな結果を招くのかまでは、私たちは検証していない。何が起こるか分らない。だから４８時間以上は戻るな。あの制限はそう意味合いのものでしかない
