・一日一ストーリー,全部で九つ
穂乃果,海未ちゃんも見たら絶対勉強なんて忘れちゃうから見てみてよ！
海未,タイトルは？
穂乃果,えーっと、海色少女に魅せられて…だっけかな？
ことり,！！
海未,あ、それなら私も見ましたよ、結構前のやつですよね？
穂乃果,そうそう！ほのちゃんとうみみ君の届きそうで届かない恋！
海未,いいですよね…実はあれ私たちは未来の花で参考にした作品なんですよ…
穂乃果,へぇー！すごいすごい！。…あ、ごめんねことりちゃん話ついていけてないよね？
ことり,…え、あっううん大丈夫だよ、私ちょっと考え事してるから話続けてて？
穂乃果,え、でも…
ことり,大丈夫大丈夫！
穂乃果,う、うん…。……あ、そういえば丁度昨日その作者の人が新しい作品出してたよ！
ことり,！
海未,え？！ホントですか？！
穂乃果,タイトルは確かー…。スピカテリブルだっけかな？
海未,スピカテリブル…ですか
穂乃果,うん、内容はまだ見てないや
海未,そうですか…では帰ったら私も見ましょうかね…
穂乃果,うん！私も見る！
ことり,………
穂乃果,ん？ことりちゃんどうしたの？顔真っ青だよ？
ことり,え？なんでもないよ！ナンデモ…
穂乃果,？
海未,…それでテストはどうなりました？
穂乃果,………
海未,………
穂乃果,…助けてことりちゃーん！
ことり,ぴいぃ？！
海未,ぷっ…あ、すいません…どうしたんですかそんな声あげて
ことり,あ、いやちょっとびっくりしちゃって…。二人の会話の内容にビックリだよぉ…
穂乃果,とにかくいこ！ぶっつけ本番で勝負だよ！
海未,はぁ…ダメですねこりゃあ
ことり,………
海未,ことり？
ことり,ん？どうしたの？
海未,さっきから大丈夫ですか？ひきつった顔してますけど…
ことり,あれ？そ、そんなかな…？大丈夫だよきっと
海未,そ、そうですか…
ことり,私たちもいこ！
海未,は、はい！
ことり,何見てるの？
花陽,ネット小説です！
ことり,ネット小説？
花陽,この人の作品がとても感動出来て読んでると止まらなくて止まらなくて…
ことり,どんな作品なの？
花陽,題名は孤独なheavenっていいます
ことり,こど…え？！
花陽,え？どうかしました？
ことり,あ、いや…なんでもないよ！なんでも…
花陽,好きな人がいるのにその人は別の誰かを好きになってるようで近づけない、だから片思いでいいの…でもやっぱり片思いはいやだよっていう話です、すごくすごく感動しました…
ことり,そ、そっか…
真姫,へぇー花陽もそういうの見てたんだ
花陽,真姫ちゃんも見てたの？
真姫,まぁね、実はいうと私が見てたのもその人の作品だし
花陽,題名は
真姫,AnemoneHeartよ
花陽,あぁ！私も見ました！二人の人が同じ人を好きになってしまって何もかも相手の人に劣るおとりちゃんと相手のそらみちゃんで取り合うのがいいですよね！
真姫,それ！見てて退屈しなかったわ
ことり,………
凛,！
希,ん？凛ちゃんどうしたん？
凛,あ、いや…
希,？
凛,凛も…実は真姫ちゃんが見てたやつ見てたなって…
希,あーなるほど、というか凛ちゃんもそういうの読んでたん？
凛,う、うん…ちょっとだけ…
希,どうだった？
凛,…とっても恥ずかしいけど面白かった
にこ,ふはっ…あ、ごめん
希,にこっちぃ？笑っちゃダメやで今のは
にこ,だからごめんって言ってるじゃない
花陽,凛ちゃんは…どんなの見てたの？
凛,くるりんMIRACLEってやつだよ
絵里,あら、意外にガチ目なの見てるのね
希,え？えりちも知ってるん？
絵里,ええちょっとチラッとみて面白いなって思ってね
希,どんな物語なん？
絵里,恋も知らないような子が幼馴染の女の子に恋しちゃう、禁断の恋系物語よ
真姫,へぇ面白そうね、帰ったら私も見ないと
花陽,同じくです！
にこ,まさか凛がそんなオトナの階段上ろうとしてるなんて…
凛,えへへ…
穂乃果,おまたせー！
海未,すいません、お待たせしました
凛,あ、じゃあ練習いっくにゃー！！
にこ,切り替えはやっ…
穂乃果,さっ海未ちゃんいこ！
海未,はいはい
ことり,………
希,どうしたんことりちゃん
ことり,ううん、何でもない
希,あ、もしかしてみんなの話についていけないとか？
ことり,ううん、大丈夫だよ一応は見てるつもりだから
希,そっか、ならいいけど
ことり,…心配してくれたの？
希,当たり前やん、ウチはいつでもみんなのこと見てるんやで？
ことり,…ありがと希ちゃん
希,どういたしまして
ことり,いこっか、私たちも
希,そうやね！
ことり,穂乃果ちゃん！
穂乃果,ん？なーに？
ことり,一緒に帰らない？
穂乃果,あー…ごめんね、今日ちょっと用事があって…
ことり,そっか…分かった、また今度！
穂乃果,うん！また今度！
ことり,はぁ…近いのに遠いなぁ…。ん…
穂乃果,ごめん待たせちゃったね
海未,いえ、大丈夫ですよ
ことり,！。用事があるんじゃなかったの…？。………。……はぁ。穂乃果ちゃあああああん！！！！
HJNN穂乃果,
ことり,あー！！どうしよどうしよ！！。私の小説……。みんなに見られてるー！！！！。どうしよう穂乃果ちゃん！
HJNN穂乃果,
ことり,………。ふぇええええん！まずいよぉ…。私の物語は全部…みんなのことを具現化させてるなんて…。みんなの前では口が滑っても言えないよおおお！。希ちゃんなんとかしてえ！
HJNN希,
ことり,………。よしっ！そんなこと忘れて新しい小説書こう！。次書くやつはもう決めてるからさっさと始める！。………
HJNN穂乃果,
ことり,穂乃果ちゃん…どうして…。嘘までつく必要ないじゃん……。………
HJNN穂乃果,
ことり,…嘘つき
穂乃果,海未ちゃん！海未ちゃん！
海未,なんですか？
穂乃果,あの人の新作来てたよ！
海未,あ、やっと来たんですね
穂乃果,タイトルはBeatinAngelだったかな。読んできたけどすごい良かった！
海未,どんな物語なんですか？
穂乃果,くるりんMIRACLEってやつあったでしょ？あの主人公の燐ちゃんが恋したかよちゃんの友達、マッキーちゃんを一目惚れさせちゃって三角関係が出来上がっちゃうっていう物語
海未,いいですね！帰ったら見ときます
ことり,昨日出来上がった小説もう見てたんだ…
穂乃果,でも今回はかなり刺激的だったんだよね
海未,刺激的？
穂乃果,ドロドロしてる内容でね、読んでて胸が痛かったよ
海未,ほぉ……
穂乃果,まぁそこは読んでみてよ！
海未,ええわかりました
ことり,………
穂乃果,ことりちゃん？
ことり,ん？なに？
穂乃果,ことりちゃんも読んでみたら？
ことり,小説？
穂乃果,うん！
ことり,うん、時間があったら読んでみるね♪
穂乃果,読んだら感想きかせてね！
ことり,うん！
穂乃果,いやぁああいうの書ける人ってすごいよね！
海未,確かにそうですね、余程恋を経験をしてるのでしょうか。穂乃果が見てるような漫画と違って内容にリアリティがあるのでどこか共感できる部分や初めて知ることみたいなのもありますね
穂乃果,うーん…どうなんだろうね、でもどんな人が書いてるんだろうなぁ、会ってみたい！
ことり,…案外身近にいたりしてね
海未,身近に？
ことり,うん！
穂乃果,うーんどうだろ…
ことり,ふふふっ…
穂乃果,海未ちゃーん！ちょっと一緒に来てよー！
海未,あ、はいはい
穂乃果,じゃあ後でね！ことりちゃん！
ことり,う、うん！。はぁ……。穂乃果ちゃん…ずっと海未ちゃんと一緒だなぁ…。やっぱり穂乃果ちゃんは…。…こんなにも穂乃果ちゃんに気付いてほしくて頑張ってるのに。………。次の小説の内容決ーめたっ。今のうちにメモしておこう。……はぁ、惨めだなぁ
