喜多見柚,とやっ。と、っとっと
加蓮,うん、いつもこうなんだ。もー大変で大変で。あ、そうだ。演出のことなら穂乃香さんに聞いても大丈夫かな。LIVEの構成と演出を考えたの、穂乃香さんなんだよね？
穂乃香,Ｐさんと相談して決めたことですが……
加蓮,それならえっと、ここの演出についてなんだけど――
穂乃香,そこは、こういう表現で――
加蓮,……うんっ、大丈夫そうかな。でもホント、さすが穂乃香さんだね。やっぱり凄いなぁ……
穂乃香,表現者として、精一杯やったつもりです。でも加蓮ちゃんの話を聞くと、まだまだだって思い知らされますね
加蓮,謙遜しすぎだってば。ほら、柚が言ってたでしょ？もっと楽に考えようって
穂乃香,はい。実は、リハーサルの前にも同じように――こほんっ。リハーサルから楽しんでいこっ♪せっかくみんなでやるんだしさ！、って
加蓮,……………………
穂乃香,一応、真似をしてみたつもりですが……どうでしょうか。前よりも自然な表情でできていましたか？実は、あれから練習してみたんです
加蓮,練習してどうすんの、それ……？
穂乃香,例えば、いつかモノマネとして使えたり？
加蓮,そ、そう……
穂乃香,どうでした？少しは自然になっていたでしょうか
加蓮,まあ…………もうちょっと頑張ろう
穂乃香,そうですか……
加蓮,あの……いや、あのさ。キャラ付けとかなら、いや私が言うのもアレだけどさ。もっと別の道を探した方がいいと思うよ……？。ほら、一緒にいる忍さんとか。少なくとも柚よりは向いてるっていうか、似合っているんじゃないかな
穂乃香,いえ、そういう訳では。できないことがあったら、ちょっと意地になってしまうんです。途中でやめるんじゃなくて、最後までやり遂げたい！って……
加蓮,あ、それ分かるっ
穂乃香,バレエでもアイドルでも、表現の幅を広げるに越したことはありません。できることは、どんどん増やしていかなきゃ
加蓮,バレエ？もしかしてアイドルになる前にやってたとか？
穂乃香,はい。いくつか賞を取る程度には……
加蓮,すごいじゃん。なんか厳しい世界だって聞いたことあるけど
穂乃香,はい。バレエの頃は、如何にして上を目指すかという熾烈な世界ばかりで。それも嫌いではありませんが……でも私、今、アイドルをやっていて楽しいんです。礼式に捕らわれることなく、自由にできる。自分で表現を考えられる。そういうことが……すごく、楽しくて
加蓮,確かにこの世界って自由だよね。ほら、私みたいなのがプロデューサーになれたりさっ
穂乃香,それに――
加蓮,柚……
穂乃香,はい。柚ちゃんと一緒にやっていると、今までの自分は閉塞的すぎたのかもしれないと思ってしまいます
加蓮,あれが開放的すぎるんだって～
穂乃香,……この業界にはまだまだ、私の知らないことがたくさんあるんですよね。そして、私だからこそできることだってある。そう思うと、もっともっと色々なことを……！。……あ……少し、熱くなってしまいました。でもそれだけ、柚ちゃんとやるアイドルは大切な時間なんです。それに、私も……柚ちゃんに教えられることがあればいいな、って
加蓮,きっといっぱいあるよ。柚は柚の、穂乃香さんは穂乃香さんの世界があるんだから。…………ああもう、あの子はホントに……！
穂乃香,今日も、柚ちゃんは楽しそう。自由で、まるで空を駆けまわる鳥みたい……
加蓮,鳥かー……そうなのかも。ほっとくといっつもああなんだ。暴走して、やたら飽きっぽくて。レッスンもちゃんと見とかないといけないし
穂乃香,ふふ、大変そうですね
加蓮,ほんっとに大変だよ。でもいつも楽しそうで、笑顔を振りまいてて……そんな柚が好きなんだけどね
穂乃香,見ているだけで笑顔になっちゃう。不思議で、そしてすごい子ですね
加蓮,うん。どこまでも突っ走って欲しいな。それを手伝う為に私がいる……なんて。ユニットを組んでも長続きしないしすぐ飽きちゃうし。……でも、なんだか今回は……。……ねえ穂乃香さん。ユニットにいる時だけでいいからさ……穂乃香さんにも、あの子のこと見てあげてほしいな
穂乃香,私が、ですか……？
加蓮,飛び回る鳥だって、どこか休む場所があればいいと思うし……ほ、ほらっ、私１人じゃ大変だし？穂乃香さんにも手伝ってもらえると助かるかなー、なんてっ。それに、穂乃香さんってお姉さんって感じがするし……その、よ、余裕があったら、ね？いやホント柚についていくのってすごい大変だと思うし、だからちょっとだけ、そう、ちょっとだけでいいから！
穂乃香,加蓮ちゃんのご期待に添えるかは……。でも、私でよろしければ、その役目、引き受けさせていただきますね。ユニットでも、私が一番の年上だから。私が、しっかりしなければ……
加蓮,……あははっ
穂乃香,私、昔から、友達と歩く時は一番後ろになるんです。なんとなく、それが私のベストポジションかな、って
加蓮,ん？
穂乃香,柚ちゃんは……目を離すと、すぐどこかに行っちゃいそう。頑張って追いかけなきゃいけないから、大変です。でも、柚ちゃんをこれほど大切にされている方から頼まれたら……ふふ。大変なんて言ってられないですね！。加蓮ちゃんが柚ちゃんのことを本当に大切にしていることは、見ていてよく分かりますから！
加蓮,そ、そっかなー。柚がかまってかまって言うからこうなったってだけだよ。うん、きっとそう。それだけそれだけ
穂乃香,そうですか。……ふふっ
加蓮,さてっと。正直、リハーサルで気になったことがあるんだよね。ちゃんと明日までに直してもらわなくちゃ
穂乃香,名プロデューサーの本領発揮、ですね
加蓮,そんなんじゃないって。でも……柚にとってそうなれてるなら、すごく嬉しいけどっ♪
サビが終わる。主役が,いえ～い！
やはり忍さんが,何やってんの！？
曲が終わると揃って,ワアアアアアアアア――！！！
お願いーっ、と付け加えた言葉に、数テンポの遅れを見せ、まずはLIVE慣れしているであろう野太い声達が,いいよー！
柚,あずきチャンとのLIVE♪すっごい楽しみだなっ
桃井あずき,えへへっ、あずきも同じ！名前は何にしよう。う～ん、仲良し大作戦？
柚,えー、あずきチャンそれ単純すぎっ。せっかくだからこう、もっと派手な名前にっ
あずき,じゃあ、みんなで仲良し大作戦！は、あずきと柚ちゃんしかいないから、みんなじゃないよね。う～ん。ふたりは仲良し大作戦とか！
柚,おっいいねそれ！
あずき,みんなでおそろいステージ大作戦は、また次までのお楽しみね！
柚,お楽しみ大作戦だっ♪
あずき,あっ柚ちゃん、それあずきのセリフ～
加蓮,盛り上がってるところにごめん。柚、そろそろ仕事の時間だよ。現場入りしなきゃ
