子供たちは口をそろえて言う。,将来は、あの組に入るんだ
敷波,――その物騒なもん下ろしてくんないかなー？私たちに戦闘の意思はないから
天津風,――――っ！！。もう一人……！？若頭の敷波……全然気付けなかった……！なんて私は馬鹿なのっ！！。せ、戦闘の意思はない！？意味が分からないわ、勝手に本部にまで上がり込んでおいて……！！
綾波,本当です。私たちは夕雲組との縁はありますが、暁組とはありません。……いま、見極めている最中なのです
天津風,へ、へぇ……。どうでもいいわ、さっさと出てってくれない？
敷波,……うちの組長に向かって言ってくれるじゃん。……覚悟はできてんの？
綾波,やめなさい、敷波。天津風さんの言う通りです、私たちは出て行きましょう。――ですが、夕雲組のため……。天津風さんと雪風さんを外に出すわけにはいきません。……雪風さんの噂は聞いていますよ。だから私が来たのです
天津風,……なるほど……ね
綾波,……では、私たちは失礼します。……また、いつの日か
雪風,……こ、怖かったです
天津風,……そうね、私もよ。これで私たちは動けなくなった……。あぁもう、組長になんていえばいいのよ……――
陽炎,――そう……。いいわ、気にしないで。天津風のせいじゃない。えぇ……。何かあったらすぐに連絡して
黒潮,……なるほどなぁ。暁組と完璧につながっとるわけじゃないっちゅうことか
陽炎,えぇ。……でも、流石は綾波だわ。見事にやられた……
黒潮,さっき、組長が天津風と話してる間に親潮たちから連絡があって、夕雲組に見つかったらしいけどなんとか逃げたらしいわ
陽炎,……そう
黒潮,万事休すってとこやろか
陽炎,いいえ、まだよ。……この勝負、暁組を止められれば私たちの勝ちってことになるんだから。……頼んだわよ、浦風達――
浦風,――おどりゃあっ、待つんじゃッ！
暁,そう言われて待つ奴はいないわよっ！。響っ、最初の地点はっ！？
響,もう少しだっ！
谷風,……あれぇ？あっちって……
嵐,大通りの方に向かってる？なにが狙いで……
電,着いたのです！
雷,吹雪組っ！お願いっ！
舞風,……何かおかしくない――？
浦風,――っ！？人がこんなに……！？どうして……
吹雪,――ご、ご協力ありがとうございまーす！ただいま通行止め解除しましたー！。――ふ、吹雪組は交通整備って……、そんなの……
響,侮らないでくれ。むしろ、この役割は一番重要だと言っても過言じゃない
吹雪,……そ、そうなんですか？
響,あぁ。この役割は人数が多く必要で、何よりも絆が強くないとうまくいかない。……君たち吹雪組が適任なんだ
吹雪,……わかりました！吹雪組にお任せください――！
谷風,――マズいっ！暁組に距離を離されちまうよっ！
嵐,クッソーっ！なんで今日に限ってこんな人が多いんだよ！
舞風,……そっか、遊園地だ……っ！！
浦風,なるほど……。睦月組はずっと動いてたんやね……！
暁,あの路地ねっ！！
浦風,――あそこじゃ！追うよっ！
嵐,……ここで捕まえないと本当にマズいっ！もう陽炎組のシマじゃなくなる！
秋月,経路は？。了解っ。――照月、準備して
照月,はいっ！
秋月,――撃って！
照月,…………っ！
浦風,――ッ！！下がるんじゃ！
谷風,す、スナイパーかいっ！？
舞風,姉御っ！こっちの道から行きましょう！
浦風,くっ……！
秋月,――照月、少し遅いっ！当てちゃダメ、ビックリさせるだけなんだから！
照月,ご、ごめんなさい……
秋月,了解。……涼月、準備はできてる？
嵐,――随分離されちまった……！
浦風,またっ！？――止まって！
谷風,動きが読まれてるみてぇだねぇ……！
浦風,いったいどこから……！――あれって……！。ぐっ……！
秋月,そう……。まぁ、十分に時間は稼いだでしょう！。……それじゃみんな、空包をこめて！。――撃ってっ！
舞風,――うわぁ！また銃弾がっ！？
谷風,……でも弾がこないねぇ
浦風,空砲……！？祝砲のつもりなんか……！！
嵐,姉御っ！追いましょう――！
磯風,――ちっ！まさかこっちも追いかけっこすることになるとは……！
天霧,狭霧、少しぐらいやり合ったっていいだろっ！？
狭霧,ダメです。組長に言われたじゃないですか
野分,――磯風の姉貴！あの先に追い込めば行き止まりです！
磯風,わかった……！
狭霧,――しまった……！！
天霧,行き止まりかっ！？
磯風,さて……、観念してもらおうか？
狭霧,くっ…………！。――…………なんて、ね
野分,なっ……！？
朧,残念、罠に嵌まったのはそっちよ
曙,ざまぁないわね
漣,キタコレ！
潮,お、大人しくしてください……！
磯風,――ははっ、してやられたな……
野分,………………っ
浦風,――暁組を見つけるんじゃ！
谷風,しっかし、こりゃもう……
嵐,くっそぉ……！！
舞風,あ、あはは……
浦風,組長？もう少し待ってくれんじゃろうか！すぐに見つけて……！。そ、そんな…………！！。……組長……っ！！組長……すいません。ウチが不甲斐ないばっかりに……！。………………
萩風,――ねぇ、秋雲？
秋雲,ん？なにさ、萩風の姉貴
萩風,……まだ教えてくれない？どうして、情報を流すなんてことをしてたのかって……
秋雲,………………
萩風,……まぁいいわ。でも、いつか教えて――
秋雲,……信じてくれないかもしれないけど、秋雲はさ……。陽炎組が好きなんだ
萩風,………………
秋雲,でも、いつからだろうな。陽炎組は自分たちの強さを疑わなくなっちゃってさ。きっと……このままじゃ大変なことになるって思ったんだ。だから、夕雲組に陽炎組を抑えてもらって。そしてあわよくば、夕雲組と陽炎組が手を取り合ってくれたらいいなって……。……私はさ、嫁菜みたいな花でいいんだよ。道端に生えてるような、そんな花でさ。でも……秋雲は……。陽炎組と、夕雲組……。その両方に迷惑かけちゃったのかな……
