Turn1,愛神が生まれた日
ミレイ,ルルーシュ！今度は私の用事に付き合ってもらうよん
ルルーシュ,えぇ。どちらに行けばいいですか？
ミレイ,今から駅前集合で！
ルルーシュ,了解です
ミレイ,じゃ、またあとで！
ルルーシュ,携帯返すよ
アーニャ,・・・
ルルーシュ,そんなわけで、悪いがオレはこれから会長の用事に付き合ってくる
アーニャ,うん。また遊んでくれる？
ルルーシュ,勿論だ
アーニャ,ありがとう。私は帰る・・・また学校で
ルルーシュ,あぁ。またな。・・・。メーターの桃色ランプが点灯している。アーニャが満足したのか。これで点灯済みのランプは５個、スザク、C.C.、カレン、シャーリー、アーニャ・・・か。ようやく半分だな。さて、駅前に行くか
ミレイ,やっほー！待ったぁ？
ルルーシュ,いえ、オレも今着いたところです
ミレイ,そか！
ルルーシュ,それで用事とはなんですか？
ミレイ,その前にぃ、どっか遊びにいかない？
ルルーシュ,会長もですか。良いですよ。どこに行きますか？
ミレイ,会長も・・・ってアーニャとも何処かに行ったの？
ルルーシュ,えぇ。ゲーセンに行きました
ミレイ,ゲーセンかぁ！じゃあねぇ、私は・・・
ルルーシュ,良かったんですか？買い物なんかで。会長の事だから遊園地だとか遠出しようと言い出すかと思ったんですが
ミレイ,分かってないわね。確かに私はイベント好きだけどね、こういう日常に本当の楽しみっていうものはあるのよ
ルルーシュ,そういうものですか
ミレイ,そうよ。ルルーシュもまだまだねぇ
ルルーシュ,勉強になります
ミレイ,あっ、ここに入りましょ！新しい服が欲しいの
ルルーシュ,ここは・・・
ミレイ,どしたの？
ルルーシュ,いえ、昔オレがバイトしていた店です・・・１日だけですが
ミレイ,あぁー。リヴァルに紹介されてバイトしてたときの？
ルルーシュ,そうです
ミレイ,これなんかどぉ？
ルルーシュ,オレは黄色い方が会長に似合ってると思います
ミレイ,そかな？
ルルーシュ,えぇ
ミレイ,ルルーシュのオススメを試着してこよ～！
*,しんく～。着替え終わった～。ぐはっ！良い・・・とても良いですよ！写真撮ります。しんくぅ、また鼻血が出てます。くっ！もってくれ鼻よ・・・！さぁ、次はコレに着替えを・・・。えぇ！？また着替えるのですか！？。はい！お願いします。分かりました。待っていて下さい。・・・ﾑﾌﾌ。スーパー高速度カメラ”シェンフー”を買って正解だったな。12500fpsながらの超高画質を実現したコレがあれば撮り放題だ
ルルーシュ,なんだこいつ。鼻血垂らしながら商品の説明を始めて・・・気色悪い奴だな
ミレイ,どぉ？
ルルーシュ,とても似合ってますよ
ミレイ,ホント？ルルーシュが誉めるなんて珍しいわね
ルルーシュ,本当ですよ
ミレイ,これ買おっかなぁ
ルルーシュ,プレゼントしましょうか？
ミレイ,いいわよ。高いし・・・
ルルーシュ,日頃お世話になってるお礼です
ミレイ,良いの・・・？
ルルーシュ,はい
ミレイ,じゃあ、甘えちゃおっかなぁ
ルルーシュ,はい。レジに行きましょう
ミレイ,うん
*,しんくー。着替え終わりました。でも、この時期に半袖だけはどうかと・・・。ぼふ！。しんくぅの鼻血がジェット噴射してる・・・！？大丈夫！？しんくぅ！しんくぅー！。頼む！耐えてくれ・・・我が肉体よ・・！だが撮影はかかさない！
ミレイ,ありがとね。大事にするから！
ルルーシュ,そうして頂けると嬉しいです
ミレイ,・・・えいっ！
ルルーシュ,わっ！？何をするんですか・・・手なんて掴んで
ミレイ,掴んでるんじゃないわ！繋いでるのよ！
ルルーシュ,そうですか
ミレイ,そーよ。ルルーシュくんには刺激が強すぎたかなぁ？
ルルーシュ,手を繋ぐくらいなんともないですよ
ミレイ,ふぅーん
ルルーシュ,なんですか・・・？
ミレイ,ちょっぴり大人になっちゃったのねぇ
ルルーシュ,意図する所は分かりませんが・・・まぁ、日々成長してますよ
ミレイ,そのうち私を置いて遠い所に行っちゃうのかな～？
ルルーシュ,何を言ってるんですか？
ミレイ,なんでもなーい！あっ、次はあの店に入ろ～！
ルルーシュ,ちょっ！引っ張らないで下さいよ
ミレイ,そういえばルルーシュって携帯ストラップとかつけてないよね
ルルーシュ,えぇ
ミレイ,じゃあ、おねーさんがストラップを選んで買ってあげよう！
ルルーシュ,そんな。悪いですよ
ミレイ,洋服のお礼に、ね！たまには甘えなさい！
ルルーシュ,ありがとうございます
ミレイ,どれにしよっかなぁ～。ルルーシュってカッコイイ系とかオシャレ系のストラップが似合いそうだけど、ここは新しい市場を開拓するべきよね
ルルーシュ,市場って・・・
ミレイ,いま流行のキモカワイイ系にしましょうか・・・ん～
ルルーシュ,会長の真剣な顔なんて滅多に見れないが・・・こんな場面で見れるとはな。ストラップ選びで、こんな真剣な顔出来る人なんて中々居ないだろう
ミレイ,あっ！タバタッチがある！これにしよ！
ルルーシュ,あぁ、今年の学園祭でカレンが着てた着ぐるみの・・・
ミレイ,私タバタッチ好きなのよね！さぁ、レジに行きましょ！
ルルーシュ,はい
ミレイ,はい、プレゼントォ！
ルルーシュ,ありがとうございます
ミレイ,さっそく付けてよ！
ルルーシュ,はい・・・携帯をっと・・・
ミレイ,あ・・・失敗したなぁ
ルルーシュ,どうしました？
ミレイ,いや、なんでもなーい
ルルーシュ,そうですか
ミレイ,私も同じの買ってお揃いにすれば良かったなぁ
ルルーシュ,つけました。どうですか？
ミレイ,良いわね！大事にしてね
ルルーシュ,勿論です
ミレイ,うむ！よろしい！
ルルーシュ,そろそろお腹が空きませんか？
ミレイ,そうね。どこかお店に入ろっか
ルルーシュ,はい。何か食べたいものありますか？
ミレイ,ん～。あっ、最近新しく出来たハンバーグ屋さんとかは？
ルルーシュ,良いですよ。行きましょうか
ミレイ,うん
*,いらっしゃいませ！２名様ですか？
ルルーシュ,はい
*,では、あちらの席へどうぞ
ミレイ,結構繁盛してるわね
ルルーシュ,そうですね
ミレイ,あれ？
ルルーシュ,どうしました？
ミレイ,隣の席・・・
ルルーシュ,え？・・・あっ
ミレイ,千葉先生と藤堂先生！
千葉,はっ！？お前たち！？
藤堂,・・・こんばんは
ミレイ,合宿ではお世話になりましたぁ！
ルルーシュ,お世話になりました
藤堂,気にするな
千葉,私たちも楽しかったしな！
ミレイ,それよりデートのお邪魔してすみませんね
千葉,お、おい！で、デートなんて・・・そんな・・・
藤堂,ただ食事に来ただけだ。気にするな
千葉,・・・ﾊｧ
ミレイ,進展は・・・してなさそうね
*,ご注文はお決まりでしょうか？
ルルーシュ,Aコースでお願いします
ミレイ,私も同じので
*,かしこまりました。失礼します
千葉,というか、お前たちの方こそデートなんじゃないか？
ルルーシュ,いえ、ちがミレイそうでぇーす！。いま・・・ふぇ！？
千葉,お、お前たちがそんな仲だったとはな・・・
ミレイ,私たちの仲よさっぷりを見て、藤堂先生と千葉先生もイチャイチャしたくなるかもしれませんがぁ、そこは許してくださいね！
